name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: ASEAN Room 01                             id:131018  sid:1   server:203.117.124.14  gid:1031  game:unknown       ml:1  
name: Boa Compra DotA Room                      id:131019  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Brazil Room 01                            id:131020  sid:1   server:203.117.124.14  gid:1031  game:unknown       ml:1  
name: South America Room 01                     id:131021  sid:1   server:203.117.124.14  gid:1031  game:unknown       ml:1  
name: Russia Room 01                            id:131022  sid:1   server:203.117.124.14  gid:1031  game:unknown       ml:1  
name: GCA: Netvolution I-cafe                   id:131026  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: International DotA League Room            id:131027  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:1  
name: UAE DotA Tournaments Room                 id:131029  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: FEARZ eSports Gamers Room                 id:131030  sid:1   server:203.117.124.14  gid:1016  game:CS Source     ml:1  
name: Europe Room 05                            id:131031  sid:1   server:203.117.124.14  gid:1035  game:COD6          ml:1  
name: Europe Room 05                            id:131032  sid:1   server:203.117.124.14  gid:1036  game:Left 4 Dead 2 ml:1  
name: Europe Room 04                            id:131033  sid:1   server:203.117.124.14  gid:1036  game:Left 4 Dead 2 ml:1  
name: Brazil WhatsApp DotA Room                 id:131034  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: International Gaming Dota League Room     id:131035  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Japan Room 01                             id:131036  sid:1   server:203.117.124.14  gid:1028  game:unknown       ml:1  
name: Japan Room 01                             id:131037  sid:1   server:203.117.124.14  gid:1026  game:COD5          ml:1  
name: Japan Room 01                             id:131038  sid:1   server:203.117.124.14  gid:1018  game:COD4          ml:1  
name: Japan Room 01                             id:131039  sid:1   server:203.117.124.14  gid:1016  game:CS Source     ml:1  
name: Japan Room 01                             id:131040  sid:1   server:203.117.124.14  gid:1003  game:CS 1.6        ml:1  
name: Japan Room 01                             id:131041  sid:1   server:203.117.124.14  gid:1029  game:Left 4 Dead   ml:1  
name: Georgia DotA Room 04                      id:131044  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Brazil RPG Room 05                        id:131045  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:5  
name: saP DotA League - Testgames Room          id:131046  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Oceania DotA LoD Room 01                  id:131047  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Turkey DotA Tournaments Room              id:131048  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 07  id:131049  sid:1   server:203.117.124.14  gid:1020  game:AOE I         ml:1  
name: X3M Dota League                           id:131050  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: CWCL NetCom Room                          id:131051  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Venezuela RPG Room 02                     id:131052  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Venezuela Dota Ladder Room                id:131053  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 24                     id:131054  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 23                     id:131055  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 22                     id:131056  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 06  id:131057  sid:1   server:203.117.124.14  gid:1020  game:AOE I         ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 05  id:131058  sid:1   server:203.117.124.14  gid:1020  game:AOE I         ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 04  id:131059  sid:1   server:203.117.124.14  gid:1020  game:AOE I         ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 02  id:131060  sid:1   server:203.117.124.14  gid:1020  game:AOE I         ml:1  
name: Europe DDay Room                          id:131061  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: CNC3 room                                 id:131062  sid:1   server:203.117.124.14  gid:1017  game:Red Alert 3   ml:1  
name: Mongolia LoD DotA Room 02                 id:131063  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Cambodia Digi Dota Room 02                id:131064  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia LoD DotA Room 01 [Moderated]     id:131065  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:8  
name: CS 1.6 FragFest Room                      id:131066  sid:1   server:203.117.124.14  gid:1003  game:CS 1.6        ml:1  
name: Iran Room                                 id:131067  sid:1   server:203.117.124.14  gid:1035  game:COD6          ml:1  
name: Brazil DotA BYS Room 02                   id:131068  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: CWCL ChinaNet Room                        id:131069  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Dtor DotA Ladder Room 02                  id:131070  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Ecuador DotA Clan War Room                id:131071  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: UAE DotA Clan War Room                    id:131106  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Iran DotA Room 01                         id:131131  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Iran DotA High Level Room 03              id:131137  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:20 
name: Egypt DotA Tournaments Room               id:131195  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:2  
name: Godlike Dota League Room                  id:131197  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Canada DotA Room 12                       id:131203  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Canada DotA Room 11                       id:131204  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Armenia DotA Room (1.26a)                 id:131225  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Arabian Tournament Room                   id:131226  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Russia Room 03                            id:131259  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Europe Tournament Room                    id:131260  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Poland Room                               id:131261  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Portugal Room                             id:131262  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Balkan Room 01                            id:131263  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Balkan Room 02                            id:131264  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Poland Room 01                            id:131265  sid:2   server:203.117.124.15  gid:1029  game:Left 4 Dead   ml:1  
name: Russia Room                               id:131266  sid:2   server:203.117.124.15  gid:1025  game:unknown       ml:1  
name: AOE II: The Conquerors v1.0 room          id:131267  sid:2   server:203.117.124.15  gid:1021  game:AOE II        ml:1  
name: AOE: The Rise of Rome Europe 1v1 Room 03  id:131268  sid:2   server:203.117.124.15  gid:1020  game:AOE I         ml:1  
name: 1.7 Europe Room 05                        id:131272  sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: 1.7 Europe Room 06                        id:131273  sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: CoD4 1.7 Russia Room 04                   id:131274  sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: 1.7 Balkan Room 02                        id:131275  sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: 1.7 Balkan Room 01                        id:131276  sid:2   server:203.117.124.15  gid:1018  game:COD4          ml:1  
name: DotA Pride Tournament Room                id:131283  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Europe RPG Room 13 (Element TD)           id:131284  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe Anime Room                         id:131285  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Poland DotA Room 06                       id:131290  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Italy DotA Room 02                        id:131292  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Macedonia Tournament Room                 id:131293  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Latvia DotA Room                          id:131294  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Europe Fufu United Ninja Room 01          id:131295  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:1  
name: Czech and Slovakia DotA Clanwar Room      id:131296  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: My DotaPE.com DotA Room                   id:131298  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Norwegian DotA Room                       id:131299  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: AL DotA League                            id:131300  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Turkey DotA Room 05 [Moderated]           id:131301  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:14 
name: Europe DotA Tournaments Room              id:131306  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Georgia DotA Room 02 [Moderated]          id:131307  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:10 
name: ChinaNet Room 04                          id:131434  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: ChinaNet Room 03                          id:131435  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: Brazil RPG Room 03                        id:131437  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Brazil RPG Room 02                        id:131438  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Brazil RPG Room 01                        id:131439  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:2  
name: Brazil DotA Room 22                       id:131455  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Brazil DotA Room 21                       id:131456  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Brazil DotA High Level Room 01            id:131457  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:22 
name: Greece DotA High Level Room 01            id:131461  sid:2   server:203.117.124.15  gid:1012  game:WC3/RPG*      ml:10 
name: ASEAN Room 03                             id:131462  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: Angola DotA Room                          id:131463  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: 3dmgame.chnren.com ChinaNet Room 06       id:131464  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: 3dmgame.chnren.com ChinaNet Room 05       id:131465  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: 3dmgame.chnren.com ChinaNet Room 04       id:131466  sid:2   server:203.117.124.15  gid:1036  game:Left 4 Dead 2 ml:1  
name: 1.7 Malaysia Room 02                      id:131467  sid:6   server:203.117.124.16  gid:1018  game:COD4          ml:1  
name: Iran DotA High Level Room 04              id:196433  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:16 
name: Iran Tournament                           id:196435  sid:2   server:203.117.124.15  gid:1000  game:WC3/TFT       ml:1  
name: Albania DotA Room 02                      id:196436  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: Moldova DotA High Level Room (1.26a)      id:196438  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:15 
name: UAE DotA Room 05                          id:196442  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:1  
name: UAE DotA Room 04 [Moderated]              id:196443  sid:2   server:203.117.124.15  gid:1001  game:WC3/RPG       ml:3  
